Column2,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
14,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
15,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
16,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
17,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
18,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
19, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
20,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO
21,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
22, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
23,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
24,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
25, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
26,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
27,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
28, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
29,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
30, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
31, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
32,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
33, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
34,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
35,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
36,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
37,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
38,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
39, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
40,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO
41,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
42,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
43, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
44,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
45,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
46,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
47, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
48,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
49,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
50,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
51, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
52, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES,YES, NO
53, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
54,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
55, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES
56,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
57,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
58,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES
59,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
60,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
61, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
62,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
63,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
64,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
65, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
66,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
67, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO, NO,YES
68, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
69,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
70,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
71,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
72,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
73,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
74,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO
75, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
76,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
77, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
78, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
79,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
80, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
81, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
82, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO
83, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO
84, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO
85,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
1, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
2, NO,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
3, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
4, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
5,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
6, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
7,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
8, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
9,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
10,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
11,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO
12,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
13,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
14,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
15,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
16,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
17, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
18,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
19,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO
20, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
21, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO
22,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
23,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
24,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
25,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
26, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
27, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
28,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
29,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
30,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
31,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
32,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO
33, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
34,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
35, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
36,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
37, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
38,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO
39,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
40,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
41,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO
42,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
43, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
44, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
45,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
46,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO
47, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
48,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
49,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
50,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO
51,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
52,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
53,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO
54,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
55,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO
56,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
57,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
58,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
59, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
60, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
61,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
62,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO
63,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
64, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
65,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
66, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
67,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO
68,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO
69,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
70,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
71, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
72,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
73,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO
74,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
75,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO
76, NO, NO,YES, NO, NO,YES, NO,YES,YES, NO, NO, NO
77, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO
78,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
79, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
80,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO
81,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
82,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
83,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
84,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
85,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
86,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
87, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
88,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
89,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
90,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
91,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
92, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
93,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
94,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
95,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
96, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
97,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
98, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
99, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO,YES
100,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
101,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
102,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
1,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
2, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
3,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
4, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
5,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
6,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
7, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
8, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO
9, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
10, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
11,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
12, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
13, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
14,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
15,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
16, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
17, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
18, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
19,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO
20,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
21,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
22, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
23,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES
24,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
25,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
26, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
27,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
28, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
29,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
30,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
31, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
32, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO
33, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
34, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
35,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
36, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
37, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
38,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
39,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
40, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
41, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
42, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
43,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO
44,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
45,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
46, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
47,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES
48,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
49,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
50,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
51,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO
52,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
53,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
54,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
55, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
56, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
57, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
58, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
59, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES
60, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES
61, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
62,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
63, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO
64,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
65,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
66,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO
67, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
68,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
69,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,YES
70,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
71,YES, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO, NO
72, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
73,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
74,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO
75,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
76,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
77, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
78, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
79,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
80,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO
81,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
82,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO
83, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
84,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
85, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
86, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
87,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
88, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
89, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES,YES, NO
90,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
91, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
92, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
93,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
94,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO
95, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
96, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
97,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
98,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO
99,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
100, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
101,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
1,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
2,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
3, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
4,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
5, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
6, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
7, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES
8, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES
9,YES, NO, NO, NO, NO, NO,YES,YES, NO,YES, NO, NO
10, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
11, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
12,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
13,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
14,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
15,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
16, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES
17, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
18, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
19,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
20,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
21,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
22, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
23,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
24, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
25, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
26, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES
27, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES
28,YES, NO, NO, NO, NO, NO,YES,YES, NO,YES, NO, NO
29, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
30, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
31,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
32,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
33,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
34,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
35, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES
36, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
37, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
38,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
39,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
40, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES
41, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES
42,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
43, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES
44, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
45, NO, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO
46, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
47, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
48, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
49,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
50, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
51,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
52, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
53,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
54,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
55, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
56, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO
57, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
58,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO
59, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
60, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
61,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
62, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
63, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
64,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO
65,YES, NO,YES, NO,YES, NO, NO, NO, NO, NO, NO, NO
66,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES
67,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
68, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES
69,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
70, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
71,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO
72, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
73, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
74,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
75, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
76,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
77,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
78, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES
79, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
80, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
81, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
1, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
2, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
3, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
4, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
5, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
6, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
7, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES
8, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
9, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
10, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
11, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
